x	Curve1
0.144343	-2.00748
0.867417	-2.00726
1.59049	-2.00704
2.31329	-2.01434
2.96406	-2.01415
3.61455	-2.02147
4.26532	-2.02127
4.77174	-2.0136
5.49482	-2.01339
6.21789	-2.01317
6.94096	-2.01295
7.66404	-2.01273
8.24141	-2.04263
8.96421	-2.04994
9.61498	-2.04974
10.3381	-2.04952
11.0611	-2.0493
11.7119	-2.04911
12.4352	-2.04137
13.0857	-2.0487
13.8088	-2.04848
14.3875	-2.04079
14.9652	-2.06317
15.6883	-2.06295
16.2664	-2.0703
16.9172	-2.0701
17.5682	-2.06239
18.1464	-2.06973
18.7972	-2.06953
19.448	-2.06934
20.099	-2.06162
20.7495	-2.06895
21.4	-2.07627
22.0505	-2.08359
22.7013	-2.0834
23.352	-2.0832
24.0025	-2.09053
24.6535	-2.08281
25.3764	-2.09011
26.0274	-2.0824
26.6782	-2.0822
27.3289	-2.08201
28.052	-2.08179
28.7028	-2.08159
29.2812	-2.08142
29.8586	-2.11132
30.5819	-2.10358
31.305	-2.10337
31.9558	-2.10317
32.6786	-2.11047
33.3296	-2.10276
33.9804	-2.10256
34.7035	-2.10234
35.3542	-2.10215
36.0047	-2.10947
36.6558	-2.10176
37.3065	-2.10156
37.957	-2.10889
38.6801	-2.10867
39.3309	-2.10847
40.0542	-2.10074
40.705	-2.10054
41.428	-2.10032
42.1511	-2.1001
42.8011	-2.12247
43.5241	-2.12225
44.2472	-2.12203
44.9703	-2.12181
45.6934	-2.1216
46.4164	-2.12138
47.1395	-2.12116
47.8626	-2.12094
48.5857	-2.12073
49.3087	-2.12051
